temperature	air_quality	carbon_monoxide	gas_and_smoke	label
29.88	210	345	178	Non-Fire
29.88	216	341	190	Non-Fire
29.88	202	352	185	Non-Fire
29.88	204	343	176	Non-Fire
29.81	203	337	183	Non-Fire
29.88	208	345	192	Non-Fire
29.81	213	341	192	Non-Fire
29.81	207	339	189	Non-Fire
29.88	207	353	187	Non-Fire
29.81	207	353	179	Non-Fire
29.88	202	346	177	Non-Fire
29.81	213	341	182	Non-Fire
29.81	214	337	191	Non-Fire
29.81	201	353	172	Non-Fire
29.81	199	338	193	Non-Fire
29.81	208	340	176	Non-Fire
29.88	208	358	177	Non-Fire
29.81	210	354	191	Non-Fire
29.88	211	353	176	Non-Fire
29.81	211	353	192	Non-Fire
29.81	213	337	176	Non-Fire
29.81	208	338	183	Non-Fire
29.88	208	342	175	Non-Fire
29.88	202	343	176	Non-Fire
29.88	213	341	176	Non-Fire
29.88	209	346	176	Non-Fire
29.81	212	351	189	Non-Fire
29.88	211	359	176	Non-Fire
29.88	206	336	179	Non-Fire
29.88	208	346	173	Non-Fire
29.88	209	352	187	Non-Fire
29.88	211	343	177	Non-Fire
29.88	209	353	173	Non-Fire
29.88	206	337	185	Non-Fire
29.88	209	344	188	Non-Fire
29.88	213	341	177	Non-Fire
29.88	208	353	170	Non-Fire
29.88	210	355	190	Non-Fire
29.88	208	352	172	Non-Fire
29.88	214	352	176	Non-Fire
29.88	206	339	177	Non-Fire
29.88	209	340	176	Non-Fire
29.81	208	353	189	Non-Fire
29.88	211	339	176	Non-Fire
29.88	205	352	176	Non-Fire
29.81	208	349	173	Non-Fire
29.81	211	351	188	Non-Fire
29.88	212	353	176	Non-Fire
29.88	209	352	178	Non-Fire
29.88	210	350	176	Non-Fire
29.81	205	357	176	Non-Fire
29.88	205	346	181	Non-Fire
29.88	214	336	175	Non-Fire
29.81	206	357	176	Non-Fire
29.81	199	352	176	Non-Fire
29.81	208	354	186	Non-Fire
29.81	207	356	171	Non-Fire
29.81	199	337	176	Non-Fire
29.81	203	343	176	Non-Fire
29.81	200	352	176	Non-Fire
29.81	203	352	177	Non-Fire
29.81	208	353	193	Non-Fire
29.81	206	341	185	Non-Fire
29.81	201	353	187	Non-Fire
29.81	209	340	170	Non-Fire
29.81	208	355	189	Non-Fire
29.81	202	352	169	Non-Fire
29.81	211	336	174	Non-Fire
29.81	205	349	186	Non-Fire
29.81	198	349	172	Non-Fire
29.81	209	350	177	Non-Fire
29.81	195	342	181	Non-Fire
29.81	208	339	176	Non-Fire
29.81	207	337	174	Non-Fire
29.81	203	336	192	Non-Fire
29.81	200	338	178	Non-Fire
29.81	197	335	173	Non-Fire
29.81	208	337	171	Non-Fire
29.81	203	334	171	Non-Fire
29.81	210	341	182	Non-Fire
29.81	213	346	176	Non-Fire
29.81	208	352	179	Non-Fire
29.81	209	349	182	Non-Fire
29.81	209	354	179	Non-Fire
29.81	208	350	190	Non-Fire
29.81	208	339	190	Non-Fire
29.81	207	336	188	Non-Fire
29.81	209	340	187	Non-Fire
29.81	203	344	188	Non-Fire
29.81	206	337	172	Non-Fire
29.81	210	351	175	Non-Fire
29.81	209	349	187	Non-Fire
29.81	198	339	176	Non-Fire
29.81	208	346	174	Non-Fire
29.81	196	337	189	Non-Fire
29.81	207	337	175	Non-Fire
29.81	211	352	192	Non-Fire
29.81	209	337	185	Non-Fire
29.81	208	339	190	Non-Fire
29.81	199	337	178	Non-Fire
29.81	199	350	169	Non-Fire
29.81	208	345	171	Non-Fire
29.81	209	345	185	Non-Fire
29.81	207	338	188	Non-Fire
29.81	203	339	174	Non-Fire
29.81	202	351	186	Non-Fire
29.81	207	347	177	Non-Fire
29.81	208	336	171	Non-Fire
29.81	208	336	188	Non-Fire
29.75	205	337	176	Non-Fire
29.75	206	350	174	Non-Fire
29.81	203	349	174	Non-Fire
29.75	196	336	173	Non-Fire
29.75	209	346	170	Non-Fire
29.75	195	336	190	Non-Fire
29.75	209	351	170	Non-Fire
29.75	208	354	176	Non-Fire
29.75	203	339	172	Non-Fire
29.75	208	348	176	Non-Fire
29.75	210	342	185	Non-Fire
29.81	208	349	178	Non-Fire
29.81	210	348	167	Non-Fire
29.81	210	343	170	Non-Fire
29.81	202	345	169	Non-Fire
29.75	208	352	176	Non-Fire
29.75	200	338	179	Non-Fire
29.75	208	344	188	Non-Fire
29.75	201	351	170	Non-Fire
29.75	206	338	170	Non-Fire
29.75	202	336	183	Non-Fire
29.75	207	345	173	Non-Fire
29.75	203	345	176	Non-Fire
29.75	194	351	176	Non-Fire
29.75	201	338	192	Non-Fire
29.75	210	354	173	Non-Fire
29.75	208	336	174	Non-Fire
29.75	208	335	176	Non-Fire
29.75	195	347	175	Non-Fire
29.75	201	349	180	Non-Fire
29.75	206	349	175	Non-Fire
29.75	210	338	187	Non-Fire
29.75	212	336	186	Non-Fire
29.75	208	336	186	Non-Fire
29.75	204	336	186	Non-Fire
29.75	207	340	185	Non-Fire
29.69	208	354	170	Non-Fire
29.69	208	335	188	Non-Fire
29.75	207	341	173	Non-Fire
29.69	206	326	173	Non-Fire
29.69	207	347	180	Non-Fire
29.69	205	339	185	Non-Fire
29.69	196	343	180	Non-Fire
29.69	200	336	177	Non-Fire
29.75	206	346	176	Non-Fire
29.69	208	337	186	Non-Fire
29.69	202	348	176	Non-Fire
29.69	202	336	173	Non-Fire
29.69	194	335	175	Non-Fire
29.69	208	347	175	Non-Fire
29.69	198	334	188	Non-Fire
29.69	203	340	166	Non-Fire
29.63	209	347	176	Non-Fire
29.63	207	345	176	Non-Fire
29.63	201	333	170	Non-Fire
29.69	208	338	178	Non-Fire
29.69	196	333	166	Non-Fire
29.69	208	336	176	Non-Fire
29.63	199	348	168	Non-Fire
29.63	209	353	176	Non-Fire
29.63	208	345	188	Non-Fire
29.63	201	339	181	Non-Fire
29.69	202	349	173	Non-Fire
29.69	203	336	181	Non-Fire
29.69	211	346	181	Non-Fire
29.69	207	338	183	Non-Fire
29.69	198	335	190	Non-Fire
29.63	208	347	173	Non-Fire
29.63	208	339	176	Non-Fire
29.63	207	336	187	Non-Fire
29.69	202	336	192	Non-Fire
29.69	201	337	185	Non-Fire
29.69	203	342	190	Non-Fire
29.69	199	336	174	Non-Fire
29.69	209	347	143	Non-Fire
29.69	200	336	175	Non-Fire
29.69	202	339	170	Non-Fire
29.69	203	346	181	Non-Fire
29.69	197	336	180	Non-Fire
29.69	197	335	169	Non-Fire
29.69	209	336	176	Non-Fire
29.69	208	342	175	Non-Fire
29.69	203	341	178	Non-Fire
29.69	206	341	178	Non-Fire
29.69	208	336	181	Non-Fire
29.69	208	338	172	Non-Fire
29.69	198	336	189	Non-Fire
29.69	210	348	176	Non-Fire
29.69	196	346	185	Non-Fire
29.69	211	343	176	Non-Fire
29.69	205	337	190	Non-Fire
29.69	200	346	176	Non-Fire
29.69	204	344	173	Non-Fire
29.69	200	334	180	Non-Fire
29.69	208	347	169	Non-Fire
29.69	205	336	176	Non-Fire
29.69	203	336	172	Non-Fire
29.69	200	336	190	Non-Fire
29.69	202	336	191	Non-Fire
29.75	207	336	176	Non-Fire
29.69	208	339	170	Non-Fire
29.69	205	354	186	Non-Fire
31.19	205	323	171	Non-Fire
31.19	206	323	175	Non-Fire
31.19	206	323	174	Non-Fire
31.19	203	324	171	Non-Fire
31.19	204	321	173	Non-Fire
31.19	205	320	176	Non-Fire
31.19	206	323	176	Non-Fire
31.19	206	325	171	Non-Fire
31.19	208	319	178	Non-Fire
31.19	206	320	178	Non-Fire
31.19	208	318	172	Non-Fire
31.19	208	322	176	Non-Fire
31.19	208	319	173	Non-Fire
31.19	207	322	176	Non-Fire
31.19	208	321	173	Non-Fire
31	206	321	176	Non-Fire
31.06	208	321	174	Non-Fire
31.06	205	321	170	Non-Fire
31.13	207	320	175	Non-Fire
31.13	202	321	176	Non-Fire
31.13	207	320	178	Non-Fire
31.13	208	320	172	Non-Fire
31.06	204	322	171	Non-Fire
31.06	206	320	177	Non-Fire
31.06	206	322	173	Non-Fire
30.94	206	321	176	Non-Fire
30.94	205	320	173	Non-Fire
30.88	206	320	175	Non-Fire
30.81	206	320	178	Non-Fire
30.75	206	321	178	Non-Fire
30.69	205	318	177	Non-Fire
30.69	207	320	180	Non-Fire
30.63	206	320	176	Non-Fire
30.63	203	319	171	Non-Fire
30.56	204	320	177	Non-Fire
30.56	202	320	176	Non-Fire
30.5	207	320	179	Non-Fire
30.44	208	317	176	Non-Fire
30.44	208	320	176	Non-Fire
30.38	205	321	176	Non-Fire
30.38	201	321	176	Non-Fire
30.31	205	318	175	Non-Fire
30.31	201	320	178	Non-Fire
30.25	205	320	179	Non-Fire
30.25	208	320	174	Non-Fire
30.25	208	320	178	Non-Fire
30.25	214	320	180	Non-Fire
30.19	211	320	181	Non-Fire
30.25	208	323	180	Non-Fire
30.31	208	320	176	Non-Fire
30.25	208	319	173	Non-Fire
30.25	208	320	176	Non-Fire
30.38	206	318	165	Non-Fire
30.44	208	321	176	Non-Fire
30.5	209	320	174	Non-Fire
30.56	215	319	178	Non-Fire
30.63	221	318	176	Non-Fire
30.69	208	317	178	Non-Fire
30.81	211	318	176	Non-Fire
30.94	224	320	176	Non-Fire
31	230	320	176	Non-Fire
31.06	235	320	182	Non-Fire
31.13	233	323	186	Non-Fire
31.19	221	318	179	Non-Fire
31.25	219	319	185	Non-Fire
31.25	215	318	176	Non-Fire
31.31	211	319	180	Non-Fire
31.38	211	320	182	Non-Fire
31.44	213	320	175	Non-Fire
31.5	211	321	183	Non-Fire
31.56	208	321	176	Non-Fire
31.63	208	321	176	Non-Fire
31.69	208	320	179	Non-Fire
31.75	210	324	177	Non-Fire
31.81	218	331	186	Non-Fire
31.94	223	336	192	Non-Fire
31.94	215	331	183	Non-Fire
32	213	336	179	Non-Fire
32.06	213	336	181	Non-Fire
32.06	211	336	185	Non-Fire
32.13	215	337	180	Non-Fire
32.19	215	341	188	Non-Fire
32.25	218	343	192	Non-Fire
32.5	226	343	187	Non-Fire
32.5	229	341	199	Non-Fire
33.38	289	364	270	Non-Fire
33.81	324	370	304	Non-Fire
34.81	345	392	321	Non-Fire
35.13	336	390	314	Non-Fire
35.5	362	396	321	Non-Fire
35.69	369	400	336	Non-Fire
36.38	395	410	368	Non-Fire
36.38	384	414	357	Non-Fire
36.06	320	400	301	Non-Fire
35.56	240	363	209	Non-Fire
35.63	268	365	212	Non-Fire
36.19	305	370	239	Non-Fire
36.75	272	373	241	Non-Fire
36.69	271	368	230	Non-Fire
36.63	258	365	226	Non-Fire
36.63	253	363	221	Non-Fire
36.5	245	363	214	Non-Fire
36.69	282	366	235	Non-Fire
36.63	278	365	226	Non-Fire
36.69	283	364	240	Non-Fire
36.63	276	363	232	Non-Fire
36.63	277	362	232	Non-Fire
36.88	321	379	274	Non-Fire
37.25	353	394	305	Non-Fire
37.13	323	386	271	Non-Fire
37.06	318	389	275	Non-Fire
37.06	310	391	268	Non-Fire
37.44	329	387	285	Non-Fire
37.19	291	378	250	Non-Fire
37.06	272	368	236	Non-Fire
37.13	285	372	241	Non-Fire
37.06	269	368	233	Non-Fire
37.06	264	367	230	Non-Fire
37	256	365	221	Non-Fire
37.13	267	365	220	Non-Fire
37.38	302	381	247	Non-Fire
37.19	271	371	225	Non-Fire
37.56	304	378	246	Non-Fire
38.38	354	411	273	Non-Fire
40.19	384	438	325	Non-Fire
38.94	349	431	317	Non-Fire
39.38	371	437	327	Non-Fire
40.25	387	464	325	Non-Fire
39.63	324	454	285	Non-Fire
39	281	426	260	Non-Fire
39	307	454	269	Non-Fire
38.88	303	432	262	Non-Fire
38.81	269	422	247	Non-Fire
38.75	272	415	231	Non-Fire
38.88	283	465	240	Non-Fire
39.25	298	494	233	Non-Fire
39.38	275	474	230	Non-Fire
40.31	307	531	239	Non-Fire
39.63	318	526	230	Non-Fire
39.31	265	496	213	Non-Fire
39.13	245	463	212	Non-Fire
39.31	302	496	225	Non-Fire
38.94	239	439	205	Non-Fire
38.88	253	433	203	Non-Fire
38.88	238	419	201	Non-Fire
38.88	228	411	199	Non-Fire
38.88	240	412	197	Non-Fire
40.13	315	496	211	Non-Fire
39.63	282	511	209	Non-Fire
39.31	256	494	201	Non-Fire
39	236	464	200	Non-Fire
38.94	240	443	195	Non-Fire
38.94	227	412	194	Non-Fire
38.88	222	413	197	Non-Fire
39	241	432	201	Non-Fire
39.5	254	454	202	Non-Fire
39.06	238	433	197	Non-Fire
38.94	234	451	192	Non-Fire
38.94	225	408	195	Non-Fire
38.94	222	399	191	Non-Fire
38.94	224	389	192	Non-Fire
38.94	224	385	193	Non-Fire
38.94	226	390	191	Non-Fire
38.94	224	386	189	Non-Fire
38.94	228	384	191	Non-Fire
39.19	246	400	196	Non-Fire
39	240	405	192	Non-Fire
38.81	238	409	195	Non-Fire
38.81	235	412	193	Non-Fire
38.69	222	382	190	Non-Fire
32.13	221	346	186	Non-Fire
32.19	219	345	187	Non-Fire
32.19	215	344	186	Non-Fire
32.25	219	345	189	Non-Fire
32.31	214	347	1747	Non-Fire
32.38	212	343	178	Non-Fire
32.38	221	343	181	Non-Fire
32.44	214	343	180	Non-Fire
32.44	217	341	181	Non-Fire
32.5	214	339	186	Non-Fire
32.5	213	345	178	Non-Fire
32.56	218	342	186	Non-Fire
32.63	213	346	178	Non-Fire
32.63	212	344	186	Non-Fire
32.69	215	338	182	Non-Fire
32.69	214	345	186	Non-Fire
32.75	211	341	182	Non-Fire
32.81	212	343	179	Non-Fire
32.81	212	347	182	Non-Fire
32.81	213	346	178	Non-Fire
32.88	211	346	182	Non-Fire
32.94	213	347	180	Non-Fire
33	209	345	180	Non-Fire
33	210	347	176	Non-Fire
33	211	346	177	Non-Fire
33.06	219	346	177	Non-Fire
33.13	210	346	177	Non-Fire
33.13	213	346	182	Non-Fire
33.19	221	352	186	Non-Fire
33.31	224	349	188	Non-Fire
33.38	210	346	178	Non-Fire
33.5	209	343	183	Non-Fire
33.5	211	347	179	Non-Fire
33.5	209	344	177	Non-Fire
33.5	208	347	177	Non-Fire
33.56	209	345	181	Non-Fire
33.63	209	347	179	Non-Fire
33.63	210	343	176	Non-Fire
33.81	208	344	182	Non-Fire
33.88	221	351	181	Non-Fire
33.81	210	348	181	Non-Fire
33.94	214	359	185	Non-Fire
33.94	212	351	180	Non-Fire
33.94	208	352	178	Non-Fire
33.94	208	346	176	Non-Fire
33.94	208	347	179	Non-Fire
33.94	208	339	176	Non-Fire
33.94	208	343	181	Non-Fire
33.94	207	343	177	Non-Fire
34	206	342	176	Non-Fire
33.94	208	341	178	Non-Fire
34	208	341	180	Non-Fire
34.06	210	352	177	Non-Fire
34.13	210	351	182	Non-Fire
34.19	211	376	185	Non-Fire
35	227	368	188	Non-Fire
35.06	226	393	188	Non-Fire
37.25	273	448	206	Non-Fire
37.94	287	483	208	Non-Fire
37.5	250	451	205	Non-Fire
37.5	249	452	208	Non-Fire
37.25	265	479	206	Non-Fire
39.19	272	496	209	Non-Fire
38.56	240	464	208	Non-Fire
38.31	237	446	202	Non-Fire
38.06	225	432	206	Non-Fire
40.75	298	546	220	Non-Fire
40.81	283	545	218	Non-Fire
43.56	287	529	221	Non-Fire
43.5	276	531	226	Non-Fire
42.19	289	605	229	Non-Fire
41.69	260	585	219	Non-Fire
41.25	254	561	211	Non-Fire
45.75	315	600	229	Non-Fire
48.44	322	667	240	Non-Fire
36.88	339	357	228	Non-Fire
36.75	624	374	491	Non-Fire
36.69	500	379	470	Non-Fire
36.75	391	373	378	Non-Fire
36.75	350	368	336	Non-Fire
36.81	335	368	314	Non-Fire
36.81	320	367	298	Non-Fire
36.81	305	367	284	Non-Fire
36.88	304	367	273	Non-Fire
37.13	537	367	432	Non-Fire
37	633	371	576	Non-Fire
37	464	371	490	Non-Fire
37.06	377	367	385	Non-Fire
37.06	347	365	340	Non-Fire
37.13	333	362	325	Non-Fire
37.13	320	365	310	Non-Fire
37.13	310	363	300	Non-Fire
37.13	309	359	290	Non-Fire
37.19	302	359	283	Non-Fire
37.63	531	361	318	Non-Fire
37.56	496	377	464	Non-Fire
37.56	407	370	400	Non-Fire
37.56	346	366	337	Non-Fire
37.63	323	362	304	Non-Fire
37.63	310	362	297	Non-Fire
37.69	301	356	282	Non-Fire
34.13	208	330	177	Potential Fire
34.13	208	334	177	Potential Fire
34.13	227	352	208	Potential Fire
34.13	202	329	176	Potential Fire
34.19	208	331	181	Potential Fire
34.25	208	334	181	Potential Fire
34.31	208	327	184	Potential Fire
34.75	221	336	192	Potential Fire
34.94	229	338	203	Potential Fire
35	227	340	199	Potential Fire
35.13	225	342	205	Potential Fire
35.25	227	342	202	Potential Fire
35.5	231	346	214	Potential Fire
35.88	236	350	220	Potential Fire
35.88	229	348	209	Potential Fire
35.88	235	347	208	Potential Fire
35.94	235	345	220	Potential Fire
36.06	233	347	208	Potential Fire
36.25	238	347	215	Potential Fire
36.44	240	351	212	Potential Fire
36.56	230	348	213	Potential Fire
36.69	237	349	215	Potential Fire
36.94	238	350	222	Potential Fire
37.19	234	342	213	Potential Fire
37.25	236	345	211	Potential Fire
37.56	241	348	222	Potential Fire
37.88	240	348	219	Potential Fire
38.06	240	353	213	Potential Fire
38.75	242	349	220	Potential Fire
39.25	247	351	229	Potential Fire
39.25	249	352	231	Potential Fire
39.63	253	353	226	Potential Fire
40.38	257	359	233	Potential Fire
40.69	261	355	238	Potential Fire
41	266	360	243	Potential Fire
41.25	267	365	240	Potential Fire
41.31	263	362	240	Potential Fire
41.38	259	363	235	Potential Fire
41.75	258	368	236	Potential Fire
42	253	368	239	Potential Fire
42.56	256	368	236	Potential Fire
43.56	256	368	240	Potential Fire
43.5	256	368	247	Potential Fire
44.38	258	368	242	Potential Fire
44.56	270	368	251	Potential Fire
45.06	262	368	248	Potential Fire
44.94	264	368	240	Potential Fire
45.13	257	367	234	Potential Fire
45.63	257	364	234	Potential Fire
45.81	257	362	233	Potential Fire
46.56	268	368	250	Potential Fire
47.19	265	367	240	Potential Fire
47.5	257	368	237	Potential Fire
48.13	257	366	242	Potential Fire
49.19	263	365	241	Potential Fire
49.25	256	360	243	Potential Fire
48.94	257	366	240	Potential Fire
48.31	240	355	218	Potential Fire
48.56	245	356	213	Potential Fire
49.75	254	365	222	Potential Fire
49.75	247	358	221	Potential Fire
50.31	250	361	224	Potential Fire
50.13	256	366	225	Potential Fire
50.56	259	362	234	Potential Fire
50.31	256	361	231	Potential Fire
50.63	256	365	228	Potential Fire
50.25	249	353	214	Potential Fire
50.81	256	358	225	Potential Fire
50.63	258	359	233	Potential Fire
51.13	262	362	238	Potential Fire
52.06	256	361	231	Potential Fire
51.44	256	362	227	Potential Fire
50.88	240	354	217	Potential Fire
50.81	243	361	215	Potential Fire
50.75	246	359	223	Potential Fire
50.69	243	355	215	Potential Fire
50.69	240	355	223	Potential Fire
50.56	237	357	219	Potential Fire
50.69	241	361	218	Potential Fire
51.06	248	363	226	Potential Fire
51.13	245	362	226	Potential Fire
51.06	248	363	224	Potential Fire
51.31	250	358	228	Potential Fire
51.81	250	362	226	Potential Fire
51.81	256	368	225	Potential Fire
51.69	256	366	226	Potential Fire
52.19	262	364	226	Potential Fire
52.44	272	364	226	Potential Fire
52.38	273	368	229	Potential Fire
52.31	266	364	224	Potential Fire
52.75	275	368	241	Potential Fire
53.88	282	369	241	Potential Fire
54.13	290	377	245	Potential Fire
53.69	274	370	233	Potential Fire
54.56	271	370	235	Potential Fire
54.5	265	368	225	Potential Fire
54.5	266	373	234	Potential Fire
54.31	267	374	243	Potential Fire
54.38	266	368	244	Potential Fire
54.44	269	369	244	Potential Fire
55.63	267	368	240	Potential Fire
55.44	233	363	224	Potential Fire
55.69	256	365	223	Potential Fire
55.94	260	368	240	Potential Fire
55.94	267	364	243	Potential Fire
55.94	267	361	240	Potential Fire
56.81	266	358	230	Potential Fire
56.88	258	358	231	Potential Fire
56.44	259	356	231	Potential Fire
56.44	256	354	228	Potential Fire
56.38	263	362	226	Potential Fire
56.44	268	368	242	Potential Fire
57.56	269	364	236	Potential Fire
57.31	278	367	254	Potential Fire
58.63	269	373	252	Potential Fire
59.5	283	368	277	Potential Fire
57.25	384	384	434	Potential Fire
57	477	407	524	Potential Fire
56.88	474	421	534	Potential Fire
56.75	496	422	560	Potential Fire
56.5	465	422	548	Potential Fire
56.38	403	411	466	Potential Fire
56.31	384	402	435	Potential Fire
41.56	247	341	224	Fire
41.63	269	347	247	Fire
41.69	292	358	278	Fire
41.88	319	367	311	Fire
41.94	310	368	304	Fire
42	314	368	301	Fire
42.06	320	371	322	Fire
42	325	374	317	Fire
42	416	404	426	Fire
42	418	407	432	Fire
42.06	432	418	453	Fire
42.06	435	416	461	Fire
42.19	440	422	462	Fire
42.13	441	426	464	Fire
42.31	474	435	498	Fire
42.5	466	436	489	Fire
42.56	475	443	487	Fire
42.56	470	442	469	Fire
42.75	534	460	550	Fire
43	591	477	622	Fire
43.38	675	511	727	Fire
43.63	625	511	671	Fire
43.88	635	519	682	Fire
43.75	597	507	642	Fire
43.81	602	511	644	Fire
44.13	658	531	709	Fire
44.19	651	537	689	Fire
44.5	691	551	727	Fire
44.5	740	570	788	Fire
44.69	688	565	733	Fire
44.75	693	567	732	Fire
44.75	766	583	816	Fire
44.88	807	596	855	Fire
44.88	827	609	896	Fire
45.06	809	609	873	Fire
45.25	764	600	823	Fire
45.38	778	597	829	Fire
45.88	782	597	842	Fire
46.38	764	599	833	Fire
47.5	717	592	768	Fire
47.69	770	595	821	Fire
48.31	752	599	801	Fire
49.5	795	614	851	Fire
49.81	784	620	866	Fire
49.81	890	641	976	Fire
50.56	777	623	834	Fire
51.13	743	615	795	Fire
51.31	674	601	715	Fire
51.75	657	593	694	Fire
51.69	646	592	659	Fire
51.75	628	586	650	Fire
51.44	654	587	672	Fire
51.31	700	605	756	Fire
52.31	753	613	816	Fire
52.63	733	605	799	Fire
52.38	739	611	801	Fire
52.19	736	622	797	Fire
52.44	745	622	810	Fire
52.56	851	656	944	Fire
53.31	840	656	926	Fire
53.69	772	641	848	Fire
53.38	690	621	759	Fire
53.5	661	607	720	Fire
54	806	638	884	Fire
53.94	755	635	831	Fire
55.19	759	640	832	Fire
55.19	739	639	796	Fire
56.31	729	641	777	Fire
56.13	746	645	790	Fire
57	738	646	801	Fire
57.94	687	633	743	Fire
58.88	652	624	718	Fire
59.13	632	613	677	Fire
61.19	645	615	703	Fire
62.06	625	606	679	Fire
63.25	625	606	691	Fire
65.25	572	592	616	Fire
66.56	565	587	599	Fire
66.56	544	577	578	Fire
66.56	535	569	560	Fire
66.56	529	563	562	Fire
66.56	550	565	579	Fire
66.56	528	559	565	Fire
66.56	564	569	606	Fire
66.56	541	560	585	Fire
66.56	603	576	642	Fire
66.56	650	592	690	Fire
66.56	700	609	747	Fire
66.56	795	634	834	Fire
66.56	793	640	836	Fire
66.56	765	640	819	Fire
66.56	775	641	829	Fire
66.56	880	667	937	Fire
66.56	859	674	919	Fire
66.56	783	656	826	Fire
66.56	726	640	777	Fire
66.56	701	630	750	Fire
66.56	751	637	812	Fire
66.56	724	637	769	Fire
66.56	688	629	738	Fire
66.56	668	624	714	Fire
66.56	655	618	707	Fire
66.56	622	608	670	Fire
66.56	614	594	647	Fire
66.56	601	594	640	Fire
66.56	582	592	620	Fire
66.56	536	573	553	Fire
66.56	508	562	526	Fire
66.56	466	549	476	Fire
66.56	447	537	444	Fire
66.56	425	529	414	Fire
66.56	422	521	410	Fire
66.56	452	528	471	Fire
66.56	505	539	541	Fire
66.56	657	574	706	Fire
66.56	759	608	821	Fire
66.56	826	637	907	Fire
66.56	821	651	898	Fire
66.56	880	669	961	Fire
66.56	897	681	993	Fire
66.56	1106	730	1237	Fire
66.56	1101	752	1258	Fire
66.56	1033	738	1179	Fire
66.56	983	725	1136	Fire
66.56	971	721	1109	Fire
66.56	914	710	1054	Fire
66.56	879	699	995	Fire
66.56	733	662	831	Fire
66.56	699	647	780	Fire
66.56	719	647	797	Fire
66.56	682	639	753	Fire
66.56	653	626	721	Fire
66.56	709	636	789	Fire
66.56	720	641	816	Fire
66.56	764	654	870	Fire
66.56	763	654	883	Fire
66.56	827	673	967	Fire
66.56	877	688	1047	Fire
66.56	941	700	1151	Fire
66.56	924	708	1174	Fire
66.56	1152	766	1390	Fire
66.56	1152	784	1435	Fire
66.56	1038	761	1298	Fire
66.56	926	738	1168	Fire
66.56	863	721	1087	Fire
66.56	832	709	1023	Fire
66.56	816	699	993	Fire
66.56	848	706	1031	Fire
66.56	896	724	1060	Fire
66.56	894	730	1055	Fire
66.56	854	723	1034	Fire
66.56	927	746	1121	Fire
66.56	971	755	1157	Fire
66.56	882	741	1072	Fire
66.56	848	726	1023	Fire
66.56	781	705	954	Fire
66.56	816	717	999	Fire
66.56	836	720	1014	Fire
66.56	838	731	1017	Fire
66.56	752	706	912	Fire
66.56	720	694	871	Fire
66.56	719	687	896	Fire
66.56	707	673	869	Fire
66.56	709	674	869	Fire
66.56	725	671	896	Fire
66.56	799	686	984	Fire
66.56	798	689	999	Fire
66.56	891	706	1135	Fire
66.56	800	690	1011	Fire
66.56	754	679	951	Fire
66.56	656	655	817	Fire
66.56	624	638	763	Fire
66.56	588	633	711	Fire
66.56	581	623	709	Fire
66.56	654	640	821	Fire
66.56	658	640	848	Fire
66.56	586	619	727	Fire
66.56	581	619	717	Fire
66.56	557	609	668	Fire
66.56	551	601	656	Fire
66.56	528	599	630	Fire
66.56	529	589	629	Fire
66.56	528	592	656	Fire
66.56	511	586	642	Fire
66.56	501	576	631	Fire
66.56	476	567	591	Fire
66.56	485	566	607	Fire
66.56	481	562	612	Fire
66.56	549	570	699	Fire
66.56	627	581	802	Fire
66.56	603	578	781	Fire
66.56	612	580	790	Fire
66.56	592	576	763	Fire
66.56	605	576	789	Fire
66.56	637	586	826	Fire
66.56	660	588	830	Fire
66.56	688	592	862	Fire
66.56	693	597	878	Fire
66.56	794	617	997	Fire
66.56	748	613	931	Fire
66.56	751	614	930	Fire
66.56	819	634	1005	Fire
66.56	999	657	1216	Fire
66.56	866	644	1094	Fire
66.56	799	635	1007	Fire
66.56	897	655	1107	Fire
66.56	940	670	1183	Fire
66.56	848	653	1067	Fire
66.56	993	671	1200	Fire
66.56	921	660	1156	Fire
66.56	975	673	1211	Fire
66.56	869	656	1115	Fire
66.56	823	653	1065	Fire
66.56	859	661	1088	Fire
66.56	946	685	1167	Fire
66.56	817	658	1034	Fire
66.56	820	667	1039	Fire
66.56	817	659	1023	Fire
66.56	801	654	991	Fire
66.56	849	659	1067	Fire
66.56	946	677	1153	Fire
66.56	1274	752	1478	Fire
66.56	1201	768	1465	Fire
66.56	1231	784	1472	Fire
66.56	1230	797	1487	Fire
66.56	1180	794	1427	Fire
66.56	1385	848	1626	Fire
66.56	1437	878	1672	Fire
66.56	1430	898	1664	Fire
66.56	1456	915	1650	Fire
66.56	1398	917	1584	Fire
66.56	1383	926	1553	Fire
66.56	1437	948	1587	Fire
66.56	1396	945	1519	Fire
66.56	1325	933	1424	Fire
66.56	1397	960	1520	Fire
66.56	1329	950	1440	Fire
66.56	1375	978	1462	Fire
66.56	1364	970	1440	Fire
66.56	1323	968	1403	Fire
66.56	1322	969	1394	Fire
66.56	1317	976	1356	Fire
66.56	1238	959	1307	Fire
66.56	1224	951	1293	Fire
66.56	1323	976	1380	Fire
66.56	1314	977	1357	Fire
66.56	1207	953	1258	Fire
66.56	1242	962	1287	Fire
66.56	1287	974	1327	Fire
66.56	1166	949	1254	Fire
66.56	1120	935	1170	Fire
66.56	1114	923	1159	Fire
66.56	1011	895	1078	Fire
66.56	1051	899	1104	Fire
66.56	1072	909	1126	Fire
66.56	1066	897	1125	Fire
66.56	982	878	1050	Fire
66.56	942	850	986	Fire
